content,score,cleaned,label
mohon info no tlp / wabsab costumer service blander Coper home lux mesinnya terbakar mau servic baru beli 3 bulan di pakai cuma 3 pemakaian uda gk fungsi / mati total,5,mohon info no tlp wabsab costumer service blander coper home lux mesinnya terbakar servic beli pakai pemakaian uda gk fungsi mati total,positif
"belum kecewa sih sejauh ini, dan semoga tidak akan pernah mengecewakan",5,kecewa sih semoga mengecewakan,positif
"Tokopedia fiturnya makin gak nyaman, kurang teroganisir. tidak bisa membersihkan & menghapus kolom chat dengan penjual. Laporan mengenai toko yang menjual produk bajakan dan palsu pun tidak ada tanggapan. Tidak ada promo & diskon menarik yang bisa ditawarkan. Untuk saat ini kecewa sih dengan Tokopedia.",2,tokopedia fiturnya gak nyaman teroganisir membersihkan menghapus kolom chat penjual laporan toko menjual produk bajakan palsu tanggapan promo diskon menarik ditawarkan kecewa sih tokopedia,negatif
"riwayat transaksi sekarang hilang jadi hilang deh link toko langganan, mana lupa belum di follow lagi",1,riwayat transaksi hilang hilang deh link toko langganan lupa follow,negatif
Terima Kasih Tokopedia....Sangat Membantu Sekali... Semoga Tambah Banyak Pengguna nya....,5,terima kasih tokopedia membantu semoga pengguna nya,positif
apk bagus banyak seller amanah..,5,apk bagus seller amanah,positif
bagus,5,bagus,positif
"baru melakukan transaksi pertama kalinya ditipu pihak toko online sekaligus tokopedianya sendiri. Penanganan komplain lambat, bahkan bisa dibilang tidak ditanggapi. Nyesel transaksi disini, barang pengiriman lama sekali, penangan masalah selalu dijawab template.",1,transaksi kalinya ditipu toko online tokopedianya penanganan komplain lambat dibilang ditanggapi nyesel transaksi barang pengiriman penangan template,negatif
Jangan ragu untuk download gan . Mantap ini aplikasi pokoknya,5,ragu download gan mantap aplikasi pokoknya,positif
"bener bener ini aplikasi belanja paling jelek, mau retur karna toko nya nipu, beli minyak goreng yang dateng apaan tau kecil banget paket nya .. susah banget gada kemajuan, udah 1mingguan... lazada shoppe tiktok aja mudah kalo retur !! Alhamdulillah d lazada shoppe tiktok belum pernah ditipu balanja udah 6tahunan lebih, ini baru nyoba malah kecewa banget......",1,bener bener aplikasi belanja jelek retur karna toko nya nipu beli minyak goreng dateng tau banget paket nya susah banget gada kemajuan udah mingguan lazada shoppe tiktok aja mudah kalo retur alhamdulillah d lazada shoppe tiktok ditipu balanja udah tahunan nyoba kecewa banget,negatif
daftar transaksi kok hilang? history chat sama toko kok hilang? apaan kek gini?,1,daftar transaksi hilang history chat toko hilang kek gini,negatif
halooo... saya mau install lagi... tapi tolong pertahankan Tokopedia jangan sampai di akuisisi oleh pihak lain... ini bakal merugikan pihak seller yg punya toko di TokPed,5,halooo install tolong pertahankan tokopedia akuisisi merugikan seller yg toko tokped,positif
mantap,5,mantap,positif
mantap lur,5,mantap lur,positif
sya suka sekali berblnj di toko pedia,5,sya suka berblnj toko pedia,positif
"masa kirim foto,tiba"" keluar sendiri parah ni aplikasi nya",1,kirim foto parah ni aplikasi nya,negatif
"tiap update ui nya direvamp mulu, jd bingung 😂",3,update ui nya direvamp mulu jd bingung,netral
kasih bintang 2 dlu ntar klw apk nya bagus ditambah jdi bintang 5,2,kasih bintang dlu ntar klw apk nya bagus ditambah jdi bintang,negatif
semenjak ada perubahan ke tiktok shop komplain agak susah..nyari toko yg udh di follow ngga ada..ngirim returan paket ngga jalan²..hadehhh..knp begini sih min,3,semenjak perubahan tiktok shop komplain susah nyari toko yg udh follow ngga ngirim returan paket ngga jalan hadehhh knp sih min,netral
"maaf tambah kesini tambah banyak kecewa. msalah barang,masalah kurir, maslah pelayanan, belum lagi paketan yang kadang ilang tau kenapa. paketan saya sudah lebih dari 1 minggu belum nyampe tahu kapan nyampe",2,maaf kesini kecewa msalah barang kurir maslah pelayanan paketan kadang ilang tau paketan minggu nyampe nyampe,negatif
kayaknya Tokopedia sekarang ongkirnya mahal,4,kayaknya tokopedia ongkirnya mahal,positif
"semenjak mitra di nonaktifkan buat transaksi bayar top up jadi mahal harganya, sebagai seller saya kecewa",1,semenjak mitra nonaktifkan transaksi bayar top up mahal harganya seller kecewa,negatif
"ini tokped kenapa ya? tiba"" transaksi lama bahkan belum 6 bulan sudah hilang,aneh banget please fix lahh",2,tokped ya transaksi hilang aneh banget please fix lahh,negatif
Klo bisa expedisi SAP ga prlu jd rekomendasi.,3,klo expedisi sap ga prlu jd rekomendasi,netral
"keren euy. user interface nya bagus banget, ampe hp ku hang dan memanas. mgkn aku harus ganti hp dan tetap menggunakan aplikasi tokopedia ini.",1,keren euy user interface nya bagus banget ampe hp ku hang memanas mgkn ganti hp aplikasi tokopedia,negatif
ini kenapa saya mau lihat foto dan detail produk selalu force close mulu? ayo dong tokopedia perbaiki masalah ini,1,lihat foto detail produk force close mulu ayo tokopedia perbaiki,negatif
"lawakk, giliran pembeli mau cancel harus konfirmasi, tapi kalo seller yg cancel seenak jidat ga ada konfirmasi tuh??",1,lawakk giliran pembeli cancel konfirmasi kalo seller yg cancel seenak jidat ga konfirmasi tuh,negatif
diskon GK guna,1,diskon gk,negatif
"Sejak pembayaran tagihan dari Mitra Toped beralih di sini, malah amburadul ga jelas.",1,pembayaran tagihan mitra toped beralih amburadul ga,negatif
mantaapl,5,mantaapl,positif
"hari ini kok terasa lemot dan berat ,padahal apllikasi lain lancar.",2,lemot berat apllikasi lancar,negatif
Enakkan Shoope dan lazada di Tokopedia gk semua wilayah bisa COD rugi gw download kirain semantap apa rugi👎,1,enakkan shoope lazada tokopedia gk wilayah cod rugi gw download kirain semantap rugi,negatif
👍👍👍👍👍,5,,positif
semoga makin keren tokped🤘,5,semoga keren tokped,positif
"semenjak goto gak pernah untung jadii pelit ngasih diskon atau bonuss, duluu padahal sering ngasih bonus atau gak diskon, cabutt ajaa dahh dari goto kalau bawa pengaruh buruk mahh",1,semenjak goto gak untung jadii pelit ngasih diskon bonuss duluu ngasih bonus gak diskon cabutt ajaa dahh goto bawa pengaruh buruk mahh,negatif
setelah update terbaru tambah ribet. ga bisa kirim video buat kirim bukti produk yang dibeli rusak,3,update terbaru ribet ga kirim video kirim bukti produk dibeli rusak,netral
"semakin kesini semakin merugikan pembeli, klo dlu ada fitur pembatalan dengan alasan kendala di penjual, klo sekarang alasan pembatalan nya cm menguntungkan penjual...",2,kesini merugikan pembeli klo dlu fitur pembatalan alasan kendala penjual klo alasan pembatalan nya cm menguntungkan penjual,negatif
apk mu gak bagus. masalah sandi itu hak kita mau pake sandi apa jangan mempersulit dilarang pake tanggal lahir lah. itu hak konsumen keamanan juga kita yg jaga. aneh,1,apk mu gak bagus sandi hak pake sandi mempersulit dilarang pake tanggal lahir hak konsumen keamanan yg jaga aneh,negatif
"Ini kenapa ? Saya mau komplain di tokopedia karena barang salah kirim, harus upload gambar/video. Tapi tidak bisa upload !!! Kenapa ???? Sudah bersihkan cahce, sudah keluar, masuk lagi, sudah uninstal aplikasi, instal lagi,. Tetap tidak bisa upload foto/video.",1,komplain tokopedia barang salah kirim upload gambar video upload bersihkan cahce masuk uninstal aplikasi instal upload foto video,negatif
"mau chat cs malah suruh antri, abis antri lama lama malah gak ada respon gimana ini perusahaan gede ngurus kendala gini aja gabisa",1,chat cs suruh antri abis antri gak respon gimana perusahaan gede ngurus kendala gini aja gabisa,negatif
kenapa toped selalu terhenti bisa cekout barang?,2,toped terhenti cekout barang,negatif
"saya berubah pikiran ,lalu saya ingin balikin barang , dipersulit sekali tidak seperti sebelah warna orange. padahal barang nya belum saya buka. masih tersegel, unboxing sudah foto sudah. masih aja kurang buktinya.. hadeeeuuhh.. otw bintang 1 dan mungkin saya uninstall.",1,berubah pikiran balikin barang dipersulit sebelah warna orange barang nya buka tersegel unboxing foto aja buktinya hadeeeuuhh otw bintang uninstall,negatif
"ampas, jd lemot, barang ga diterima tp ada notif udh diterima, bukti kirim foto ga ada, dikomplen si kurir ninja ngotot klo udh dikirim, kerja tu pake data bro, jan modal koordinasi2, orang mah ngakunya semua paling bener klo ga pake data, ampas... ampass...",1,ampas jd lemot barang ga diterima tp notif udh diterima bukti kirim foto ga dikomplen si kurir ninja ngotot klo udh dikirim kerja tu pake data bro jan modal koordinasi orang mah ngakunya bener klo ga pake data ampas ampass,negatif
"ongkir gagal ditampilkan, udah isi alamat malah ga bisa",1,ongkir gagal ditampilkan udah isi alamat ga,negatif
"tolong Tokopedia evaluasi kembali jasa kurir yang bekerjasama, kebanyakan masalah justru bukan pada penjual.. tapi pihak kurir yang selalu telat dalam update status, kiriman stuck pada 1 tempat & bahkan jika ditanyakan selalu tidak ada jawaban.. tolong di evaluasi kurir ninja express, JnT & si cepat.. selalu telat kirimannya, paling parah itu ninja express.. Note : Sengaja saya tulis nama kurirnya supaya pihak kurir baca & tahu diri",1,tolong tokopedia evaluasi jasa kurir bekerjasama kebanyakan penjual kurir telat update status kiriman stuck tolong evaluasi kurir ninja express jnt si cepat telat kirimannya parah ninja express note sengaja tulis nama kurirnya kurir baca,negatif
"Aplikasinya makin kesini makin lemot,sering error.Tiba2 kembali ke menu awal.Riwayat transaksi yg jauh2 sebelumnya kenapa jadi ilang?Jadi susah nyari tokonya/barang yg pernah dibeli jauh sebelumnya.",3,aplikasinya kesini lemot error menu riwayat transaksi yg ilang susah nyari tokonya barang yg dibeli,netral
Makin lama makin sampah. pesanan saya tak kunjung di ambil kurir padahal sudah lewat tanggal estimasi barang sampai. Hubungi CS susah tidak ada solusi.,1,sampah pesanan kunjung ambil kurir tanggal estimasi barang hubungi cs susah solusi,negatif
tolol,1,tolol,negatif
suka,4,suka,positif
nice,5,nice,positif
"barang yg dijual kebanyakan klikbait,pas dipencet ternyata beda barang seharusnya tiap produk harus dijual berbeda rada males kalo gitu",1,barang yg dijual kebanyakan klikbait pas dipencet beda barang produk dijual berbeda rada males kalo gitu,negatif
"SIAP-SIAP PINDAH ke TOKO SEBELAH. Semenjak fitur DISKUSI dan STATUS ONLINE ditiadakan PELAYANAN SELLER SEMAKIN BURUK, SUDAH TIDAK NYAMAN LAGI BERBELANJA DI SINI.",1,pindah toko sebelah semenjak fitur diskusi status online ditiadakan pelayanan seller buruk nyaman berbelanja,negatif
"dulu simpel n cepet, sekarang semakin banyak fitur n pop up semakin lelet dan semakin yakin meng un install aplikasi ini dan melirik toko sebelah",1,simpel n cepet fitur n pop up lelet meng un install aplikasi melirik toko sebelah,negatif
"barang sudah di Terima, tapi cair uang ke saldo 6 hari kemudian tepatnya hari ke 7 jm 00,kembalikan 2 hari cair uangnya saya butuh buat modal lg. maklum pedagang kecil",1,barang terima cair uang saldo tepatnya jm kembalikan cair uangnya butuh modal lg maklum pedagang,negatif
tokonya komplit apa aja ada udah iku ae 😁,5,tokonya komplit aja udah iku ae,positif
Tokopedia banyakin lagi diskonnya ya.. selain itu good,5,tokopedia banyakin diskonnya ya good,positif
"history belanja cuma sampai januari 2025, padahal banyak barang yg pengen di repeat order",1,history belanja januari barang yg pengen repeat order,negatif
"customer service nya lelet, navigasi untuk chat customer service ribet harus tanya ke bot dulu. padahal kan bisa langsung di buat list langsung tanya ke customer service, masa mau chat cs harus pencet pencet Ita itu",2,customer service nya lelet navigasi chat customer service ribet bot langsung list langsung customer service chat cs pencet pencet ita,negatif
"Saya punya pengalaman yg tidak mengenakan di TOKOPEDIA: saat beli SUNCO 1 Dus (2 Lt × 6 pouch) di salah satu tokonya Ghaliyati Berkah3, Eh yg dikirim malah sebuah cesing-HP murahan.!! Saya sempat komplain utk minta pengembalian (refund) dana yg telah saya payment. Namun karena proses yg berbelit dan memakan waktu, apalagi saya juga ada kesibukan lain, proses komplain tsb tidak berlanjut. Sehingga secara otomatis dana tidak bisa di-refund dan akhirnya diserahkan ke toko PENIPU sialan itu.!!! 😬😬",1,pengalaman yg mengenakan tokopedia beli sunco dus lt pouch salah tokonya ghaliyati berkah eh yg dikirim cesing hp murahan komplain utk pengembalian refund dana yg payment proses yg berbelit memakan kesibukan proses komplain tsb berlanjut otomatis dana refund diserahkan toko penipu sialan,negatif
"tokopedia sekarang pengirimannya lama, terus kadang barang ilang, barang tidak sampai tolong pihak ekpedisi pengirimannya di kaji ulang",3,tokopedia pengirimannya kadang barang ilang barang tolong ekpedisi pengirimannya kaji ulang,netral
masih lele aja,2,lele aja,negatif
gooooooooooooooooood,5,gooooooooooooooooood,positif
ia ni kenapa sekarang apk tidak bisa terbuka ??😲,1,ni apk terbuka,negatif
bagusss,5,bagusss,positif
"Jika ada masalah, Tokped tidak bisa memberikan solusi. Chat Ai kaku tidak memberikan solusi dua arah. Yang kami butuhkan solusi bukan sekedar mengisi chat.",3,tokped solusi chat ai kaku solusi arah butuhkan solusi sekedar mengisi chat,netral
"pengiriman terlalu lama estimasinya sampai 5 hari,g mampu nunggunya",2,pengiriman estimasinya g nunggunya,negatif
bagus,5,bagus,positif
"semenjak gabung tokped tiktok, mau kirim pesan ke penjual eror teru",3,semenjak gabung tokped tiktok kirim pesan penjual eror teru,netral
"mantap, palikasi rekomendasi",5,mantap palikasi rekomendasi,positif
"beli barang ada riwayat pembayaran tapi gak muncul di transaksi aplikasi, hangus uang saya",1,beli barang riwayat pembayaran gak muncul transaksi aplikasi hangus uang,negatif
kenapa gopaycoins saya tidak bisa dipakai erro106?,3,gopaycoins dipakai erro,netral
"makin gajelas sumpah fitur tokped sekarang, ngelindungin orang yang salah tu loh, lainkali gabakal lagi aku make tokped buat jualan, ga rekomen.",1,gajelas sumpah fitur tokped ngelindungin orang salah tu loh lainkali gabakal make tokped jualan ga rekomen,negatif
mantap ... lancar jaya,5,mantap lancar jaya,positif
sering belanja disini tapi gk digunain toko pedia card nya... daftar ditolak terus aneh,2,belanja gk digunain toko pedia card nya daftar ditolak aneh,negatif
pelayanan buruk,1,pelayanan buruk,negatif
System TOLOL. Gak bs hapus percakapan TOKOLOL,1,system tolol gak bs hapus percakapan tokolol,negatif
semoga dapet limite paylater biar bisa ambil cicil hp buat anak,4,semoga dapet limite paylater biar ambil cicil hp anak,positif
Mudah untuk bertransaksi dan aman,5,mudah bertransaksi aman,positif
"j&t express lama banget estemitasi pengiriman 1 minggu lamanya, nyesel banget belanja ditokopedia. tau gitu mending aku belanja di aplikasi oren, estemitasi pengiriman cepat ga sampai 3 hari.",1,j t express banget estemitasi pengiriman minggu nyesel banget belanja ditokopedia tau gitu mending belanja aplikasi oren estemitasi pengiriman cepat ga,negatif
"baru kali ini coba tokped,beli barang pengiriman JNE ,beli barang cuma berhenti di hub jakarta 6 hari,minta pengajuan investigasi pengiriman dan ajukan komplain ga bisa nunggu 12 hari buat ajukan komplain.Uda JNE Lamban pihak Tokped nunggu komplain lama.wes kapok belanja sini 👎",1,kali coba tokped beli barang pengiriman jne beli barang berhenti hub jakarta pengajuan investigasi pengiriman ajukan komplain ga nunggu ajukan komplain uda jne lamban tokped nunggu komplain wes kapok belanja,negatif
ok....,5,ok,positif
oke,5,oke,positif
miskin promo miskin voucher,1,miskin promo miskin voucher,negatif
ongkirnya klu bisa dimurahin,5,ongkirnya klu dimurahin,positif
tambah g jelas buka barang sering kluar sendiri apk nya,2,g buka barang kluar apk nya,negatif
apk jelek,5,apk jelek,positif
daftar transaksi saya banyak yang hilang sehingga tidak bisa tracking ke toko langganan saya.,1,daftar transaksi hilang tracking toko langganan,negatif
