content,score
"Kenapa Fitur GoPay Later saya sudah tidak bisa digunakan. Masih ada limit banyak namun tidak bisa digunakan. Awalnya Gagal lalu di pilihan metode pembayaran, GoPay Later saya sudah hilang dan gak ada.",1
Bagus memuaskan,5
tokped..mkin ke sni..vocher mkin jrang/ pelit..smenjak gbung ma tem joged2(tiktok)mkin parah...gk tau dah hrus bilang ap.. tuk smentara ni enakan pke orange & biru..banyak promo2nya & vocher....,1
"Spin dapat voucer 250bu, tappi disuruh belanja itemm dulu satu. setelah belanja tidak ada satupun voucer yg di terima. PENIPUAN .",1
mantul pokok ny,5
ngga bisa beli liquid,1
sangat puas pakai tokopedia,5
kenapa ongkirnya mahal sedangkan di tokoh sebelah meskipun ada ongkir jugaa dapet gratis ongkir tolong dong pihak adminya banyakin gratis ongkirnya kasihan untuk masyarakat yang dananya kehalang ongkirnya 🙏🙏🙏,2
barang harus datang sesuai ya,4
untuk Tokopedia tolong lepaskan pengawasan pada akun google saya karena setiap saya ingin daftar melalui akun google selalu ada peringatan akun google anda dalam pengawasan,2
"dulu padahal baguss bangett ini aplikasi nya tiap bulan ngasih voucher belanja untuk konsumen TAPI SEKARANG JELEK BANGET UDAH JARANG ADA VOUCHER SEKALI NYA MIN BELI NYA TINGGI POTONG ANYA KECIL, UDAH GAADA GRATIS ONGKIR PULA.. INI GIMANA SIH MAKIN KESINI BUKANYA MAKIN BAIK MALAH MAKIN JELEK",1
harga dan barang nya sesuai kantong,5
"responsif banget suka deh, bahkan aku mau return barang pun di bantuin",5
aplikasi toko online satu-satunya yg sy miliki dan sgt puas atas pelayananya,5
parah pajak ga ngotak. .konfirmasi otomatis pesanan semakin lama.. ancurr,1
tidak bisa donlod,2
bagus,5
ok la,5
"ini updatenya susah sekali, ga bisa 2",3
bagus aplikasinya membantu,5
bagus banget aplikasi nya banyak promo² nya memang mantap lh kalau mau beli barang ada promo maantaapp sukses tp,5
"Bakal almarhum nyusul bukalapak nih kayaknya... sejak gabung tiktok makin ancur ini platform. udah potongan seller gede, pencairan lama dan makin bikin bingung.",1
"Tidak bisa masuk aplikasi,harus update terus,tolong diperbaiki",3
"cs nya lambat penanganannya g gercep, saya kena toko fiktif sudah komplen sdh retur, tp pihak toko kasih alamat g jelas g smpe2 retur sya,,ini malah dr pihak ekspedisi dikembalikan ke alamat sy lg,bingung jdnya mau komplen kmn lg prosesnya lama,bingung jg dana sya yg tertahan entah gimana nti bakal balik ga, udh coba lewat email, TokopediaCare tp gda perkembangan,,toko fiktif nya jg msih jln smpe skrng. pdhl udh sy laporin. g kya si oren gercep",1
"Ini bodoh yg upgrade tampilan, biar kelihatan kerja apa gimana???? balikin ke tampilan awal.",1
"Semenjak ada handover paket pengiriman jadi lelet, yg dikirim ini gadget padahal. Gimana nanti asuransinya jika rusak. Hilangin aja, bikin customer was was",1
ok,5
suka,5
mantap,5
"kurang ketat dalam pemilihan orang dalam menjadi seller sehingga banyak muncul penipuan didalam aplikasi. saya pernah membeli barang pre order dan mengkonfirmasi dulu apakah barang asli apa tidak, dan saat barang sampai ternyata bukan barang itu yang dikirimkan. dan saat dikembalikan terhalang dikarenakan seller tidak bisa dihubungi juga alamat nya yang tidak jelas sehingga dana saya tidak bisa kembali . padahal sudah konfirmasi di Tokopedia care tapi hanya dibalas akan dibantu.😡",1
"gak tau sekarang kok beds bgt CS nya, lebih bnyak boot / robot/ komputer, jawaban template semua. beda sama yang dulu jawaban cepat dan ngerti masalah. pelayanan menurun",2
"mohon prinsip profesionalnya diterapkan lagi di sistem aplikasi Tokopedia yaitu customer service seorang human harus ada,jangan cuman ada chatbot saja,dan harusnya Tokopedia atau anak usahanya yaitu mitra Tokopedia ngasih pemberitahuan yg jelas bahwa mitra Tokopedia tidak lagi beroperasi, keterangan di aplikasi mitra Tokopedia hanya ngasih tahu bahwa transaksi digital dialihkan ke Tokopedia,saya cek di playstore tidak ada lagi aplikasi mitra Tokopedia berarti sudah berhenti beroperasi ya?",5
keren banget,5
MURAH DAN YANG GAK DONLOD TOKOPEDIA RUGI,4
"saya sangat kecewa sebagai konsumen baru tokopedia,saya beli barang bekas dari 16 maret 2025 sampai sekarang belum juga di kembalikan dana saya,padahal udah retrun barang sesuai saya beli dan udah kirim video Peking barang mulai dari bungkus sampai antar ke kurir,saya merasa rugi disini sebesar Rp. 7.868.900,dan merasa di pojokkan karena minta kompensasi sebesar 1.7jt gila benar,padahal saya kirim retrun barang sesuai apa yg di kirim sama penjual,kalo tidak minus tidak mungkin saya retrun barang",1
Mantap coy,5
mantap,4
bagus banget buat belanja dan aman,5
oke aku dapet vocer 250k,5
mantap,5
terimakasih sangat membatu adanya BRI Tokopedia,5
tolong dalam pembatalan orderan disediakan alasan penyedia barang tidak bisa karena stok sudah habis. ini pengalaman saya kemarin belanja disuruh batalin karena lupa katanya.,4
tokopedia applikasi yang baik tapi ongkir nya mahal,4
paling males update aplikasi mulu,2
Bagus,5
"yg bales bot gak sih?, rating 4 keatas jawaban nya template , rating 3 kebawah pun sama",1
Mantap sekarang sudah ada cod,5
Oke,5
"saya sebagai pengguna rokok elektrik sangat menyayangkan kenapa liquid untuk rokok elektrik dihilangkan, sedangkan device dan sebagainya masih bebas di jual.",1
Bagus,5
"sangat puas belanja ditoko pedia , pengiriman cepat",5
"iya gak asik nih, fitur cari sekaligusnya hilang 👎 Down grade....",3
sangat menggagu,5
"makin aneh aja, ada promo diskon cma 5% eh kupon gratis ongkir malah hilang,sama aja kga ada potongan harga di cekout malah nambah ongkir🤣🤣",2
"Tadinya alasan Pilih Tokopedia krn ada fitur cari sekaligus, skrg ilang, otomatis uninstall aja deh nih apk...",2
update,5
sy mohon kepada toko pedia untuk memperhatikan jasa kirimnya karna ada beberapa paket tidak pernah sampai dan salain itu pengiriman sangat lambat akhirnya sy banyak belanja ditoko sebelah,5
gabisa cekout di batalkan sistem melulu kecewa!,1
sangat memuaskan dan praktis,5
saran untuk Tokopedia agar fitur refund di permudah dan harus ada penarikan ke DANA bukan cuman bank saja,1
Baik,5
Bagus,4
bagus,5
mudah2an amanah toko toko nya.,5
gak bakal beli di Tokopedia lagi,1
kenapa akun saya di log out ya? dan saat di relog ada tulisan eror dan masuk di akun yang lain,1
mantap.... byk pilihan.... dan bs di percaya,5
mantap,5
"pengiriman lelet...sudah parah Tokopedia ,toko birudan orange pesan hari ini..besok bisa datang",5
pembayaran sangat mudah dan tidak rumit. gampang dimengerti . trm kasih,5
"kecewa sama aplikasi tokopedia. belanja 4 item tapi yang tertera di label cuma 2 macam item alhasil dari seller cuma dikirim 2. ini kedua kalinya saya mengalami hal seperti ini, (toko yang berbeda). entah ini bug atau apa. tolong diperbaiki",2
perasaan sekarang eror Mulu ni apk,4
hubungin chat CS mau komplain kiriman ga sampai2 yg jawab malah AI.,1
siapa yang mau diskonnya aku mah mau,5
"entahh knp semua voucher yg saya dapet atau miliki,gak bisa di gunakan untuk checkout,entah knp,dan solusinya bagaimana akupun gak tau,karna di bantuan Tokopedia care gak bisa juga..bikin sedihh",2
aaaakh,1
"Mitra Tokopedia ngeri ih..mau verifikasi akun buat refund dana mitra VA, harus foto ktp sm selfie pegang ktp, pas udah ketarik saldonya, apk nya sdh gak bisa kepake, trus malah diteror pinjol, penagih utang, sm penipuan, untung hp gw punya penyaring tlpn spam. Ih bahaya bgt MITRA TOKOPEDIA. Data mitra koq bisa bocor gitu ih",1
keren lah,5
"iya ekpedisi otomatis pake kurir si cepat , paket bukannya di anter malah di retur tanpa konfirmasi udahin aja gausah pake sicepat",1
sedikit harus grecep dalam input kode veripikasi...tapi barang nya insya Allah berkualitas,5
mantapppppp,5
mantap,5
iklan terus,1
"ganti aja namanya jadi tokonilepuang, barang ga sampai gara gara sistem multi kurir, asuransi on juga, tapi prosesnya refund lama, udah satu bulan lebih ga ada kejelasan, uang 7,5jt tidaklah sedikit!!! tanggung aja itu dosa!",1
"aplikasi ini yang paling berat,lelet saat dibuka,sangat butuh waktu lama utk mengungah poto atau lainnya.mesti nya bisa belanja 4 item,dpt nya 1 atau 2 aja.saat diklik, nanti kembalinya ke awal lagi,kita mesti scrool lagi keatas.😤😴😥",4
"lu ngapain gabung ke tiktok,dah bener tokped aja ngapain gabung ,bukan makin berkembang makin ancur toko gw ,,mana ada pinjaman modal toko ,,gara gara lu gabung gw malah gak bisa setor ,,ancur gara gara lu gabung ke tiktok,,pencairan seminggu,,gak bisa muter gak bisa setor ,,modal pas Pasan ,,pekok emang pengurus tokped gak punya otak",1
aplikasi yang mudah dan tidak ribet 👍👍,5
tidak menyelesaikan masalah,1
oke,5
Gw Download Tokopedia Buat Cari Komponen Atau Paket PC Di Tokopedia Siapa Tau Ada Harga Murah Gitu,5
Dear developer. sudah bagus. mohon lebih ditingkatksn kelengkapan produk yg dijual. mungkin bisa dimulai dari mudahnya aplikasi membuka toko,5
Tolong Balikin Menu Hapus chat... jadi kalo kita mau hapus chat biar gak banyak space memory kemakan.,5
tolong kalau barang gagal kirim uangnya di kembalikan!!!!!,1
keren praktis,5
Bagus,5
menarik sekali,5
"Tokopedia memang top markotop,saya tunggu pesanan nya y kak.. terimakasih",5
"bintang satu aja, sekarang gak ada gratis ongkirnya. diskon jg dikit banget. skipp mending ke aplikasi sebelah",1
jangan kirim iklan,1
puas,5
ok,3
toko pedia memang mantap,5
"ketentuan peraturan dana cair semakin lama. eh emng yg jualan di sini orng yg punya simpanan banyak buat modal lagi. dah modal tipis cair 1 Minggu potongan admin semakin gede. saya curiga duit di tahan selama 1 Minggu tu buat apa di tahan"" hak penjual loh bukan hak lu.",1
lemot sekrang ribet,2
mantap,5
mantab,5
"saran saya Tokopedia mencontoh shopee ada penilaian untuk kurir, karena kurir seenaknya ngirim barang lama tanpa ada penilaian kasihan yg jadi sasaran sellernya",3
respon keluhan lebih cepat di tanggapi,5
respon nya cepat banget aplikasi nya gampang di gunakan,5
bagus cepet murah,5
kenapa banyak iklan aplikasi ini di hp aku tolong di non aktifkan fitur iklannya ini sangat menggangu sekali,1
Mantapp,5
aplikasi belanja yg bagus...pengiriman cepat,5
"Tokopedia banyakiin promo dan diskon, serta gratis ongkir dong dan tingkat pelayanan kepada pembeli",5
tokopedia mantap,5
mantap reekkk Tokopedia. kualitas oke banget.suka belanja disini,5
"sekarang pencarian sangat tidak akurat hasilnya, keywordnya apa hasilnya apa. sangat menyusahkan orang cari barang, ibarat untung - untungan aja nemu barang yang cocok. misal keyword 8/256 yang muncul malah semua yang ada angka 8 nya. udah gitu aplikasinya makin hari makin berat!",1
great,5
ok,5
mantap,5
ok,5
ini aplikasi tidak rekomendasi banget..saya return barang yg saya terima rusak dan saya bayar asuransi pengiriman..tetapi sampai sekarang tidak ada kepastian pengembalian dana dan pembayaran premi asuransinya..padahal barang sudah diterima pihak penjual..hati2 saja. buat yg lain transaksi disini..susah sekali mau komplain kalau ad kendala.,1
Saya bisa menemukan barang apa yang saya suka disini 🥰❤️,5
buruk terlalu ribet login masuk ketika email kita yg dinyatakan google tak bisa terima pesan masuk karena penyimpanan email penuh kode verifikasi yg dikirim via email tak masuk,1
ga lagi-lagi deh belanja di sini kena tipu 😭🫠 duit Angus ga balik sedih banget udah Ngajukan tapi prosesnya malah di tutup padahal udah kirim semua bukti dll. uang ga kembali udah deh mending kalian di toko Oren aja dari pada di sini banyak banget toko penipuan di tokped ini 🫠,1
smga tambah sukses tikopediq emak matntap,5
"Dear Tokped, kenapa mitra Tokopedia di hapus aplikasi nya.. saya sedih dimana lagi bisa jualan pulsa dll segampang dan semurah itu. fitur nya banyak ga neko2 ga pusing make nya... sekarang aplikasi nya tiada. apakah kamu sudah kere tokped jadi ga bisa kelola banyak2 aplikasi ? masa aku harus selingkuh ke aplikasi tetangga buat PPOB! tolong berbaik lah kembalikan MITRA TOKOPEDIA!!!!",5
puas sekali,5
"KENAPA PENGGUNA BARU TIDAK ADA DISCONT DAN VOUCER BELANJA,,,? TIDAK SEPERTI SHOPEE DAN LAZADA YANG SELALU MEMBERI DISCON DAN VOUCHER GRATIS.. TOKO PEDIA APK SAMPAH....",1
istimewa,5
good,5
oke,3
keren,5
"sampah, bagusan shopee🤡🤡",1
mantap bagus sekali,5
bagusss,5
mantap,5
"toko yang sangat bermanfaat,",5
bagus,5
"barang discount hanya bs beli 1 aja, tdk bs beli banyak",1
luar biasa,5
gacor kang,5
"saya kecewa dengan Tokopedia karena lebih memihak ke penjual dibanding pembeli, saya sudah ajukan batal ke barang yang alamatnya salah dan statusnya masih diproses tapi oleh pihak penjual ditolak dan tetap dikirim ke alamat yang salah padahal toko atau penjual lain yang alamatnya salah dengan tanggal pemesanan yang sama juga masih bisa dibatalkan. saya sebut saja tokonya SHARP official, dan pengajuan banding oleh admin tokopedianya ditolak dengan alasan barang sudah dikirim ke alamat yang salah",1
Pokoknya bagus kah,4
no hp saya yg terdaftar sudah mati tapi mau ganti no baru gak bisa bisa,1
belanjakan murah ongkir murah,5
lama pencarian driver nya,1
🔥,5
Sangat memudahkan dan lancar,4
"pesanan kok hampir 2 Minggu blum di trima , . kan , khasian yg punya produk . tolong diperbaiki pengiriman nya 🙏🙏🙏",2
Saldo refund ga bisa dipake,4
mantap,5
Kupon Bebas Ongkir menghilang bagi pengguna non-PLUS.,1
"blm prnh dpt gratis ongkir,..respon penjual amat sangat lama sekali...ga kyk di toko orange langsung gercep 1 detik langsung dibls...",4
"bagus tokopedia akan lebih baik jika bisa diperlihatkan nama kurir yang mengantar supaya lebih amanah dan kita bisa memberi ulasan atau rating juga untuk kurir dan ekpedisi selain pada penjual, tokopedia mantap untuk belanja pengalaman saya selalu baik kurang baiknya dibagian kurir aja saya pake jne lama banget keterangannya pembeli tidak ada ditempat padahal selalu ada orang dirumah, jadi akan lebih baik jangan atau kurangi kerja sama dengan mitra yang ga profesional tokopedia keren",5
Yang mati karena naik sepeda motor lebih banyak daripada yang mati karena vape. kenapa tokopedia permudah membeli sepeda motor daripada membeli vape!? saya ingin belanja vape dengan mudah.,5
puas dengan pelayanannya ramah,5
baguuuss,5
Saldo ketahan cs ga respon apk taii,1
mudah dan dapat di percaya,5
"jika anda berbisnis menggunakan aplikasi ini, anda akan punya pengalaman buruk dalam hal pemilihan kurir, bahkan untuk komplain di app nya tidak diberikan kesempatan..hancur berantakan gara gara kurir yg tdk ontime",1
"sangat mengkhawatirkan, Tokped ma Tiktok lg ke bobol keknya, sampe DANA aja ad yg ambil ahkir""ni sma sistem...asli KECEWA dan jadi takut bwat transaksi di sini lg.",1
kenapa sih selalu pindah2 menu capek banget sama tokopedia ini,3
pelayanan yamg sangat buruk,1
"maaf ini aku menemukan paket jatuh dari toko pedia dan alamat penerima kurang jelas, mau nganter juga tidak bisa tolong responnya secepatnya lokasi jogja, kretek",5
"udah lama ga beli barang di Tokopedia trus pas belanja tiba2 dibatalin sama sistem katanya ada indikasi penipuan transaksi padahal emang niat beli barang kokk.. yaudah batalin yang satunya lagi aja saking keselnya.. pas refund pun lama bgt padahal S&K nya bilang klo transaksi pake VA bakal otomatis balik lagi ke rekening klo refund.. mana adaa yg ada nungguin lebih dari 24 jam uang belum dibalikin, udah gitu harus manual narik uangnya.",1
"malas sekarang beli di Tokopedia pengiriman lama banget, padahal official store loh, aneh ga sih. dah lah mau unistall kalo paketan datang, estimasi tiba 19-20, ganti lagi tgl 21-23, garansi tiba tgl 25 mei oke AQ tunggu awas kalo barang ga ORI atau hilang. mau unistall kalo paketan dah datang. mohon lah Tokopedia diperhatikan lagi masalah pengiriman, chat penjual juga balasan nya gitu2 aja, bayangkan beli hp infinix di official store langsung gaes dari tgl 17 sampe sekarang 23 mei blm nyampe.",3
"sebenernya males bgt beli di aplikasi ini jasa kirim nya lemot2 bgt,udah berkali2 pesen paket wajib banget 1 minggu kadang ada yg nyampe 9 harian, belum lagi paketnya sering nggak di update lokasinya udah sampe mana update lokasi paket semau2 aja bikin pengguna atau pembeli jadi kesel",3
"sering nge bug min, lagi nyari barang belom kelar ngetik udah blank putih duluan entah kenapa",3
sangat bagus sekali,5
emang kelewatan Tokopedia.. dana penjualan 8 hari baru bisa di ambil... belum lagi integrasi ke tiktok seller... ribet bikin hancur penjualan... semoga saja ada app marketplace saingan kayak Bukalapak dl...,1
"mantapp selalu ada promo toko pedia, sukses selalu",5
"Aplikasi Sampah, Akun cuma punya 1 daftar juga data diri sendiri, tapi gabisa pakai promo, voucher,cb dsbnya terdeteksi melanggar mulu.",1
ok,5
"tokopedia hanya ramah untuk user jabodetabek, luar pulau jawa menjerit karena gratis ongkir cuma 10rb, kocak parah mending oyen kemana² tetep rp.0 :p",1
pengembalian saldo refund lambat,1
Mlayan. Gampang,5
tokopedia barang barangnya sesuai dengan yang diharspkan,5
terbaik,5
susah banget pakai aplikasinya. berkali-kali coba belanja di sini malah gagal mulu wkwkwk,1
"jangan mau berlangganan di sini kalian kalo punya saldo ga bisa di tarik lagi ke rekening, di bikin nya ribet banget, pengen nya harus di belanjain habis di toko pedia aja saldo kalian , payah emng PEMAKSAAN TOKOPEDIA PAYAHHH",1
